trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
Lábaro Patrio,http://twitter.com/search?q=%22L%C3%A1baro+Patrio%22,NA,%22L%C3%A1baro+Patrio%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Norma Piña,http://twitter.com/search?q=%22Norma+Pi%C3%B1a%22,NA,%22Norma+Pi%C3%B1a%22,10219,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Hoy 24,http://twitter.com/search?q=%22Hoy+24%22,NA,%22Hoy+24%22,37243,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Anáhuac,http://twitter.com/search?q=An%C3%A1huac,NA,An%C3%A1huac,29313,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Clippers,http://twitter.com/search?q=Clippers,NA,Clippers,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Piqué,http://twitter.com/search?q=Piqu%C3%A9,NA,Piqu%C3%A9,37256,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Miguel Carbonell,http://twitter.com/search?q=%22Miguel+Carbonell%22,NA,%22Miguel+Carbonell%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Agustín de Iturbide,http://twitter.com/search?q=%22Agust%C3%ADn+de+Iturbide%22,NA,%22Agust%C3%ADn+de+Iturbide%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Cracker Island,http://twitter.com/search?q=%22Cracker+Island%22,NA,%22Cracker+Island%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Frank Sinatra,http://twitter.com/search?q=%22Frank+Sinatra%22,NA,%22Frank+Sinatra%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Damon Albarn,http://twitter.com/search?q=%22Damon+Albarn%22,NA,%22Damon+Albarn%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Este 24,http://twitter.com/search?q=%22Este+24%22,NA,%22Este+24%22,32281,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Viva México,http://twitter.com/search?q=%22Viva+M%C3%A9xico%22,NA,%22Viva+M%C3%A9xico%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Dua Lipa,http://twitter.com/search?q=%22Dua+Lipa%22,NA,%22Dua+Lipa%22,19075,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Ochoa,http://twitter.com/search?q=Ochoa,NA,Ochoa,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Santo Domingo,http://twitter.com/search?q=%22Santo+Domingo%22,NA,%22Santo+Domingo%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Licenciatura,http://twitter.com/search?q=Licenciatura,NA,Licenciatura,15365,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Suprema Corte,http://twitter.com/search?q=%22Suprema+Corte%22,NA,%22Suprema+Corte%22,18440,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Tormenta,http://twitter.com/search?q=Tormenta,NA,Tormenta,12750,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Juan Gabriel,http://twitter.com/search?q=%22Juan+Gabriel%22,NA,%22Juan+Gabriel%22,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Anuel,http://twitter.com/search?q=Anuel,NA,Anuel,10587,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
El 24,http://twitter.com/search?q=%22El+24%22,NA,%22El+24%22,180955,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Maestría,http://twitter.com/search?q=Maestr%C3%ADa,NA,Maestr%C3%ADa,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Patria,http://twitter.com/search?q=Patria,NA,Patria,205147,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Carmona,http://twitter.com/search?q=Carmona,NA,Carmona,NA,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Kaveh,http://twitter.com/search?q=Kaveh,NA,Kaveh,224379,Guadalajara,124162,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Rosario Robles,http://twitter.com/search?q=%22Rosario+Robles%22,NA,%22Rosario+Robles%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Estafa Maestra,http://twitter.com/search?q=%22Estafa+Maestra%22,NA,%22Estafa+Maestra%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
#DíaDeLaBandera,http://twitter.com/search?q=%23D%C3%ADaDeLaBandera,NA,%23D%C3%ADaDeLaBandera,16239,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Tesla,http://twitter.com/search?q=Tesla,NA,Tesla,81170,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
#MinistraDoblePirata,http://twitter.com/search?q=%23MinistraDoblePirata,NA,%23MinistraDoblePirata,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Depeche Mode,http://twitter.com/search?q=%22Depeche+Mode%22,NA,%22Depeche+Mode%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Betis,http://twitter.com/search?q=Betis,NA,Betis,51901,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
#XboxFreeCodeFriday,http://twitter.com/search?q=%23XboxFreeCodeFriday,NA,%23XboxFreeCodeFriday,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Nuevo León,http://twitter.com/search?q=%22Nuevo+Le%C3%B3n%22,NA,%22Nuevo+Le%C3%B3n%22,12509,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Mora,http://twitter.com/search?q=Mora,NA,Mora,46580,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Shakira,http://twitter.com/search?q=Shakira,NA,Shakira,155807,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Yasmín Esquivel,http://twitter.com/search?q=%22Yasm%C3%ADn+Esquivel%22,NA,%22Yasm%C3%ADn+Esquivel%22,97369,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Cinemex,http://twitter.com/search?q=Cinemex,NA,Cinemex,15886,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Gorillaz,http://twitter.com/search?q=Gorillaz,NA,Gorillaz,36964,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Cinépolis Klic,http://twitter.com/search?q=%22Cin%C3%A9polis+Klic%22,NA,%22Cin%C3%A9polis+Klic%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Queens League,http://twitter.com/search?q=%22Queens+League%22,NA,%22Queens+League%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Raúl Jiménez,http://twitter.com/search?q=%22Ra%C3%BAl+Jim%C3%A9nez%22,NA,%22Ra%C3%BAl+Jim%C3%A9nez%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
#24DeFebrero,http://twitter.com/search?q=%2324DeFebrero,NA,%2324DeFebrero,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Ticketmaster,http://twitter.com/search?q=Ticketmaster,NA,Ticketmaster,16254,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
#MarchaDeLosNarcos,http://twitter.com/search?q=%23MarchaDeLosNarcos,NA,%23MarchaDeLosNarcos,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Citas,http://twitter.com/search?q=Citas,NA,Citas,15227,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Doctorado,http://twitter.com/search?q=Doctorado,NA,Doctorado,100514,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Plagio,http://twitter.com/search?q=Plagio,NA,Plagio,112050,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
El País,http://twitter.com/search?q=%22El+Pa%C3%ADs%22,NA,%22El+Pa%C3%ADs%22,320324,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Lábaro Patrio,http://twitter.com/search?q=%22L%C3%A1baro+Patrio%22,NA,%22L%C3%A1baro+Patrio%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Norma Piña,http://twitter.com/search?q=%22Norma+Pi%C3%B1a%22,NA,%22Norma+Pi%C3%B1a%22,10219,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Hoy 24,http://twitter.com/search?q=%22Hoy+24%22,NA,%22Hoy+24%22,37324,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Anáhuac,http://twitter.com/search?q=An%C3%A1huac,NA,An%C3%A1huac,29313,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Clippers,http://twitter.com/search?q=Clippers,NA,Clippers,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Piqué,http://twitter.com/search?q=Piqu%C3%A9,NA,Piqu%C3%A9,37256,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Miguel Carbonell,http://twitter.com/search?q=%22Miguel+Carbonell%22,NA,%22Miguel+Carbonell%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Agustín de Iturbide,http://twitter.com/search?q=%22Agust%C3%ADn+de+Iturbide%22,NA,%22Agust%C3%ADn+de+Iturbide%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Cracker Island,http://twitter.com/search?q=%22Cracker+Island%22,NA,%22Cracker+Island%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Frank Sinatra,http://twitter.com/search?q=%22Frank+Sinatra%22,NA,%22Frank+Sinatra%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Damon Albarn,http://twitter.com/search?q=%22Damon+Albarn%22,NA,%22Damon+Albarn%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Este 24,http://twitter.com/search?q=%22Este+24%22,NA,%22Este+24%22,32281,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Viva México,http://twitter.com/search?q=%22Viva+M%C3%A9xico%22,NA,%22Viva+M%C3%A9xico%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Dua Lipa,http://twitter.com/search?q=%22Dua+Lipa%22,NA,%22Dua+Lipa%22,19075,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Ochoa,http://twitter.com/search?q=Ochoa,NA,Ochoa,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Santo Domingo,http://twitter.com/search?q=%22Santo+Domingo%22,NA,%22Santo+Domingo%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Licenciatura,http://twitter.com/search?q=Licenciatura,NA,Licenciatura,15429,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Suprema Corte,http://twitter.com/search?q=%22Suprema+Corte%22,NA,%22Suprema+Corte%22,18440,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Tormenta,http://twitter.com/search?q=Tormenta,NA,Tormenta,12750,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Juan Gabriel,http://twitter.com/search?q=%22Juan+Gabriel%22,NA,%22Juan+Gabriel%22,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Anuel,http://twitter.com/search?q=Anuel,NA,Anuel,10587,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
El 24,http://twitter.com/search?q=%22El+24%22,NA,%22El+24%22,181382,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Maestría,http://twitter.com/search?q=Maestr%C3%ADa,NA,Maestr%C3%ADa,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Patria,http://twitter.com/search?q=Patria,NA,Patria,205147,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Carmona,http://twitter.com/search?q=Carmona,NA,Carmona,NA,Hermosillo,124785,2023-02-25T04:11:46Z,2023-02-23T21:34:02Z
Rosario Robles,http://twitter.com/search?q=%22Rosario+Robles%22,NA,%22Rosario+Robles%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Estafa Maestra,http://twitter.com/search?q=%22Estafa+Maestra%22,NA,%22Estafa+Maestra%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#DíaDeLaBandera,http://twitter.com/search?q=%23D%C3%ADaDeLaBandera,NA,%23D%C3%ADaDeLaBandera,16239,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Tesla,http://twitter.com/search?q=Tesla,NA,Tesla,80966,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#MinistraDoblePirata,http://twitter.com/search?q=%23MinistraDoblePirata,NA,%23MinistraDoblePirata,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Depeche Mode,http://twitter.com/search?q=%22Depeche+Mode%22,NA,%22Depeche+Mode%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Betis,http://twitter.com/search?q=Betis,NA,Betis,51901,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#XboxFreeCodeFriday,http://twitter.com/search?q=%23XboxFreeCodeFriday,NA,%23XboxFreeCodeFriday,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Nuevo León,http://twitter.com/search?q=%22Nuevo+Le%C3%B3n%22,NA,%22Nuevo+Le%C3%B3n%22,12509,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Mora,http://twitter.com/search?q=Mora,NA,Mora,46580,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Shakira,http://twitter.com/search?q=Shakira,NA,Shakira,155434,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Yasmín Esquivel,http://twitter.com/search?q=%22Yasm%C3%ADn+Esquivel%22,NA,%22Yasm%C3%ADn+Esquivel%22,97149,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Cinemex,http://twitter.com/search?q=Cinemex,NA,Cinemex,15886,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Gorillaz,http://twitter.com/search?q=Gorillaz,NA,Gorillaz,36964,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Cinépolis Klic,http://twitter.com/search?q=%22Cin%C3%A9polis+Klic%22,NA,%22Cin%C3%A9polis+Klic%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Queens League,http://twitter.com/search?q=%22Queens+League%22,NA,%22Queens+League%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Raúl Jiménez,http://twitter.com/search?q=%22Ra%C3%BAl+Jim%C3%A9nez%22,NA,%22Ra%C3%BAl+Jim%C3%A9nez%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#24DeFebrero,http://twitter.com/search?q=%2324DeFebrero,NA,%2324DeFebrero,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Ticketmaster,http://twitter.com/search?q=Ticketmaster,NA,Ticketmaster,16254,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#MarchaDeLosNarcos,http://twitter.com/search?q=%23MarchaDeLosNarcos,NA,%23MarchaDeLosNarcos,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Citas,http://twitter.com/search?q=Citas,NA,Citas,15227,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Doctorado,http://twitter.com/search?q=Doctorado,NA,Doctorado,100514,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Plagio,http://twitter.com/search?q=Plagio,NA,Plagio,112050,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
El País,http://twitter.com/search?q=%22El+Pa%C3%ADs%22,NA,%22El+Pa%C3%ADs%22,319513,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Lábaro Patrio,http://twitter.com/search?q=%22L%C3%A1baro+Patrio%22,NA,%22L%C3%A1baro+Patrio%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Norma Piña,http://twitter.com/search?q=%22Norma+Pi%C3%B1a%22,NA,%22Norma+Pi%C3%B1a%22,10219,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Hoy 24,http://twitter.com/search?q=%22Hoy+24%22,NA,%22Hoy+24%22,37243,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Anáhuac,http://twitter.com/search?q=An%C3%A1huac,NA,An%C3%A1huac,29313,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Clippers,http://twitter.com/search?q=Clippers,NA,Clippers,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Piqué,http://twitter.com/search?q=Piqu%C3%A9,NA,Piqu%C3%A9,37349,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Miguel Carbonell,http://twitter.com/search?q=%22Miguel+Carbonell%22,NA,%22Miguel+Carbonell%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Agustín de Iturbide,http://twitter.com/search?q=%22Agust%C3%ADn+de+Iturbide%22,NA,%22Agust%C3%ADn+de+Iturbide%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Cracker Island,http://twitter.com/search?q=%22Cracker+Island%22,NA,%22Cracker+Island%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Frank Sinatra,http://twitter.com/search?q=%22Frank+Sinatra%22,NA,%22Frank+Sinatra%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Damon Albarn,http://twitter.com/search?q=%22Damon+Albarn%22,NA,%22Damon+Albarn%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Este 24,http://twitter.com/search?q=%22Este+24%22,NA,%22Este+24%22,32352,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Viva México,http://twitter.com/search?q=%22Viva+M%C3%A9xico%22,NA,%22Viva+M%C3%A9xico%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Dua Lipa,http://twitter.com/search?q=%22Dua+Lipa%22,NA,%22Dua+Lipa%22,19075,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Ochoa,http://twitter.com/search?q=Ochoa,NA,Ochoa,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Santo Domingo,http://twitter.com/search?q=%22Santo+Domingo%22,NA,%22Santo+Domingo%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Licenciatura,http://twitter.com/search?q=Licenciatura,NA,Licenciatura,15365,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Suprema Corte,http://twitter.com/search?q=%22Suprema+Corte%22,NA,%22Suprema+Corte%22,18440,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Tormenta,http://twitter.com/search?q=Tormenta,NA,Tormenta,12750,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Juan Gabriel,http://twitter.com/search?q=%22Juan+Gabriel%22,NA,%22Juan+Gabriel%22,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Anuel,http://twitter.com/search?q=Anuel,NA,Anuel,10587,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
El 24,http://twitter.com/search?q=%22El+24%22,NA,%22El+24%22,180955,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Maestría,http://twitter.com/search?q=Maestr%C3%ADa,NA,Maestr%C3%ADa,NA,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Patria,http://twitter.com/search?q=Patria,NA,Patria,205147,León,131068,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Rosario Robles,http://twitter.com/search?q=%22Rosario+Robles%22,NA,%22Rosario+Robles%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Estafa Maestra,http://twitter.com/search?q=%22Estafa+Maestra%22,NA,%22Estafa+Maestra%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#DíaDeLaBandera,http://twitter.com/search?q=%23D%C3%ADaDeLaBandera,NA,%23D%C3%ADaDeLaBandera,16298,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Tesla,http://twitter.com/search?q=Tesla,NA,Tesla,80966,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#MinistraDoblePirata,http://twitter.com/search?q=%23MinistraDoblePirata,NA,%23MinistraDoblePirata,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Depeche Mode,http://twitter.com/search?q=%22Depeche+Mode%22,NA,%22Depeche+Mode%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Betis,http://twitter.com/search?q=Betis,NA,Betis,51901,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#XboxFreeCodeFriday,http://twitter.com/search?q=%23XboxFreeCodeFriday,NA,%23XboxFreeCodeFriday,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Mora,http://twitter.com/search?q=Mora,NA,Mora,46580,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Nuevo León,http://twitter.com/search?q=%22Nuevo+Le%C3%B3n%22,NA,%22Nuevo+Le%C3%B3n%22,12571,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Shakira,http://twitter.com/search?q=Shakira,NA,Shakira,155807,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Yasmín Esquivel,http://twitter.com/search?q=%22Yasm%C3%ADn+Esquivel%22,NA,%22Yasm%C3%ADn+Esquivel%22,97149,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Cinemex,http://twitter.com/search?q=Cinemex,NA,Cinemex,15839,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Gorillaz,http://twitter.com/search?q=Gorillaz,NA,Gorillaz,36964,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Cinépolis Klic,http://twitter.com/search?q=%22Cin%C3%A9polis+Klic%22,NA,%22Cin%C3%A9polis+Klic%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Queens League,http://twitter.com/search?q=%22Queens+League%22,NA,%22Queens+League%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Raúl Jiménez,http://twitter.com/search?q=%22Ra%C3%BAl+Jim%C3%A9nez%22,NA,%22Ra%C3%BAl+Jim%C3%A9nez%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#24DeFebrero,http://twitter.com/search?q=%2324DeFebrero,NA,%2324DeFebrero,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
#MarchaDeLosNarcos,http://twitter.com/search?q=%23MarchaDeLosNarcos,NA,%23MarchaDeLosNarcos,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Ticketmaster,http://twitter.com/search?q=Ticketmaster,NA,Ticketmaster,16254,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Citas,http://twitter.com/search?q=Citas,NA,Citas,15227,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Doctorado,http://twitter.com/search?q=Doctorado,NA,Doctorado,100750,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Plagio,http://twitter.com/search?q=Plagio,NA,Plagio,112340,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
El País,http://twitter.com/search?q=%22El+Pa%C3%ADs%22,NA,%22El+Pa%C3%ADs%22,320324,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Lábaro Patrio,http://twitter.com/search?q=%22L%C3%A1baro+Patrio%22,NA,%22L%C3%A1baro+Patrio%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Hoy 24,http://twitter.com/search?q=%22Hoy+24%22,NA,%22Hoy+24%22,37243,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Anáhuac,http://twitter.com/search?q=An%C3%A1huac,NA,An%C3%A1huac,29313,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Norma Piña,http://twitter.com/search?q=%22Norma+Pi%C3%B1a%22,NA,%22Norma+Pi%C3%B1a%22,10219,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Clippers,http://twitter.com/search?q=Clippers,NA,Clippers,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Piqué,http://twitter.com/search?q=Piqu%C3%A9,NA,Piqu%C3%A9,37349,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Miguel Carbonell,http://twitter.com/search?q=%22Miguel+Carbonell%22,NA,%22Miguel+Carbonell%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Agustín de Iturbide,http://twitter.com/search?q=%22Agust%C3%ADn+de+Iturbide%22,NA,%22Agust%C3%ADn+de+Iturbide%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Cracker Island,http://twitter.com/search?q=%22Cracker+Island%22,NA,%22Cracker+Island%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Frank Sinatra,http://twitter.com/search?q=%22Frank+Sinatra%22,NA,%22Frank+Sinatra%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Damon Albarn,http://twitter.com/search?q=%22Damon+Albarn%22,NA,%22Damon+Albarn%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Este 24,http://twitter.com/search?q=%22Este+24%22,NA,%22Este+24%22,32281,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
Viva México,http://twitter.com/search?q=%22Viva+M%C3%A9xico%22,NA,%22Viva+M%C3%A9xico%22,NA,Mexicali,133475,2023-02-25T04:11:47Z,2023-02-23T21:34:02Z
